name,place,osm_type,Latitude,Longitude,
Santa Teresa,hamlet,nodes,20.98565070000,-77.99153830000,12/16/2016
El Ciego,hamlet,nodes,21.06187510000,-77.79819990000,12/16/2016
La Seca,hamlet,nodes,20.46858920000,-76.37482610000,12/16/2016
Mije-Hueco,hamlet,nodes,20.41751160000,-76.36502730000,12/16/2016
Las Palmas,hamlet,nodes,20.42998210000,-76.33771790000,12/16/2016
El Jatal,hamlet,nodes,20.42187040000,-76.36367220000,12/16/2016
El Guao,hamlet,nodes,20.39508580000,-76.40133780000,12/16/2016
Tasajera,hamlet,nodes,20.46027900000,-76.38490220000,12/16/2016
El Coco,hamlet,nodes,20.45729290000,-76.42377310000,12/16/2016
Guayac?ín,hamlet,nodes,20.97778940000,-76.23932360000,12/16/2016
El Diecisiete,hamlet,nodes,21.00269060000,-76.24202480000,12/16/2016
Santa Ana,hamlet,nodes,20.85267870000,-77.42080960000,12/16/2016
Covadonga,hamlet,nodes,20.85317970000,-77.47829830000,12/16/2016
,hamlet,nodes,20.85777640000,-77.46196170000,12/16/2016
El Bag?í,hamlet,nodes,20.82110170000,-77.38676690000,12/16/2016
Puerta Prieta,hamlet,nodes,20.78965640000,-77.41358740000,12/16/2016
Palo Seco,hamlet,nodes,20.80302100000,-77.27962800000,12/16/2016
Gamboa,hamlet,nodes,20.75711390000,-77.03504510000,12/16/2016
Santa Rosalia,hamlet,nodes,20.73300530000,-77.45066660000,12/16/2016
La Fe,hamlet,nodes,20.82247440000,-77.55995750000,12/16/2016
Sevillia,hamlet,nodes,20.81876240000,-77.54023800000,12/16/2016
Buenaventura,hamlet,nodes,20.81726770000,-77.50220740000,12/16/2016
,hamlet,nodes,20.87321360000,-77.55338660000,12/16/2016
La Espirituana,hamlet,nodes,20.80857600000,-77.54203460000,12/16/2016
Playa Habanero,hamlet,nodes,20.69990390000,-77.40578290000,12/16/2016
S?íbalo,hamlet,nodes,20.75066520000,-77.27844230000,12/16/2016
El Retiro,hamlet,nodes,20.76889800000,-77.41492620000,12/16/2016
,hamlet,nodes,20.72113460000,-77.60545400000,12/16/2016
Las Maboas,hamlet,nodes,20.74621970000,-77.58190870000,12/16/2016
Charco de Piedra,hamlet,nodes,20.74482880000,-77.60858810000,12/16/2016
Santa Amalia,hamlet,nodes,20.78825170000,-77.66252560000,12/16/2016
,hamlet,nodes,20.80627100000,-77.68385130000,12/16/2016
,hamlet,nodes,20.76437180000,-77.67150470000,12/16/2016
La Lomita,hamlet,nodes,20.82783640000,-77.60016680000,12/16/2016
Las Mar?¡as,hamlet,nodes,20.84912670000,-77.59725100000,12/16/2016
La Matildes,hamlet,nodes,20.83709690000,-77.63620180000,12/16/2016
Santa Rosa,hamlet,nodes,20.84070960000,-77.66416980000,12/16/2016
Lanero,hamlet,nodes,20.97390700000,-76.27774330000,12/16/2016
Managuaco,hamlet,nodes,20.99271430000,-76.28162760000,12/16/2016
Las Cruces de Purnio,hamlet,nodes,20.96993530000,-76.36126760000,12/16/2016
Yaraniqu??n,hamlet,nodes,20.96543710000,-76.29026410000,12/16/2016
Matamoros,hamlet,nodes,20.90178270000,-76.28592500000,12/16/2016
Loma de La P??a,hamlet,nodes,20.94519600000,-76.49099080000,12/16/2016
Santa Elena,hamlet,nodes,20.97030600000,-76.40506270000,12/16/2016
Los Sitios,hamlet,nodes,20.96563740000,-76.38818620000,12/16/2016
Corral Falso Adentro,hamlet,nodes,20.94537420000,-76.54725680000,12/16/2016
,hamlet,nodes,20.94850480000,-76.70628550000,12/16/2016
Los Guayos,hamlet,nodes,20.91936700000,-76.72438990000,12/16/2016
Las Minas,hamlet,nodes,20.91278340000,-76.71051430000,12/16/2016
Sabana Grande,hamlet,nodes,20.89367920000,-76.74527990000,12/16/2016
La Virginia,hamlet,nodes,20.92537760000,-76.59789210000,12/16/2016
Manduley,hamlet,nodes,20.88855930000,-76.82916610000,12/16/2016
Palmarito,hamlet,nodes,20.88804660000,-76.97318210000,12/16/2016
Guaramanao,hamlet,nodes,20.89225260000,-76.48937470000,12/16/2016
Perez,hamlet,nodes,20.93453540000,-76.82739960000,12/16/2016
Blanca Rosa,hamlet,nodes,20.91850050000,-76.84964430000,12/16/2016
Naranjo,hamlet,nodes,20.01886930000,-74.87794160000,12/16/2016
La Ernestina,hamlet,nodes,23.00604890000,-82.51666260000,12/16/2016
Club Campestre,hamlet,nodes,23.00722240000,-82.50868580000,12/16/2016
El Palomar,hamlet,nodes,23.02351520000,-82.50290590000,12/16/2016
Rancho Mar,hamlet,nodes,23.04688230000,-82.52055630000,12/16/2016
Taoro,hamlet,nodes,23.06200680000,-82.51652350000,12/16/2016
La Mesa,hamlet,nodes,20.06986410000,-74.93908930000,12/16/2016
Vista Alegre,hamlet,nodes,20.06066640000,-75.71361830000,12/16/2016
Las Yaguas,hamlet,nodes,20.06612110000,-75.56549150000,12/16/2016
Kil??mtero 27,hamlet,nodes,20.66653110000,-75.81411290000,12/16/2016
Kil??metro 26,hamlet,nodes,20.67424860000,-75.80254970000,12/16/2016
,hamlet,nodes,20.63985270000,-75.78675990000,12/16/2016
,hamlet,nodes,20.64999800000,-75.80713930000,12/16/2016
Centeno Cuatro,hamlet,nodes,20.66539060000,-75.89417540000,12/16/2016
Ram??n Dos,hamlet,nodes,20.59854680000,-75.90958760000,12/16/2016
La Ceiba,hamlet,nodes,19.95130070000,-76.55488990000,12/16/2016
Charles,hamlet,nodes,19.94472080000,-76.71164230000,12/16/2016
Las Cuevas,hamlet,nodes,19.94027630000,-76.86132550000,12/16/2016
Ocujal,hamlet,nodes,19.93704820000,-76.80258580000,12/16/2016
La Plata,hamlet,nodes,19.92127570000,-76.89910390000,12/16/2016
La Magdalena,hamlet,nodes,19.90438260000,-76.95713190000,12/16/2016
El Ciruelo,hamlet,nodes,19.91322840000,-76.95434020000,12/16/2016
Caimanes,hamlet,nodes,19.94904520000,-77.00905870000,12/16/2016
La Mula,hamlet,nodes,19.94695280000,-76.75495490000,12/16/2016
El Frio,hamlet,nodes,19.93518010000,-76.98838970000,12/16/2016
El Mulato,hamlet,nodes,19.94674510000,-77.00117700000,12/16/2016
Palma Mocha,hamlet,nodes,19.93481660000,-76.88196820000,12/16/2016
El Vaillant,hamlet,nodes,20.25973620000,-75.59494970000,12/16/2016
La Aguada,hamlet,nodes,20.10240460000,-75.47537010000,12/16/2016
,hamlet,nodes,20.10053080000,-75.45290510000,12/16/2016
Caba??as 2,hamlet,nodes,20.12515410000,-75.45377150000,12/16/2016
,hamlet,nodes,20.44472740000,-74.57488280000,12/16/2016
Maguana,hamlet,nodes,20.46297240000,-74.58548430000,12/16/2016
,hamlet,nodes,20.48396420000,-74.61458620000,12/16/2016
Brinquin,hamlet,nodes,20.60885590000,-74.75265800000,12/16/2016
,hamlet,nodes,20.61865380000,-74.78418330000,12/16/2016
Cayo Grande,hamlet,nodes,20.59283160000,-74.77119410000,12/16/2016
Cupey,hamlet,nodes,20.62355930000,-74.78119040000,12/16/2016
Cocalito,hamlet,nodes,20.61252490000,-74.77189410000,12/16/2016
Ca??ete,hamlet,nodes,20.60199270000,-74.75491040000,12/16/2016
Acueducto,hamlet,nodes,20.01333300000,-75.03087130000,12/16/2016
El Corojito,hamlet,nodes,20.13169390000,-74.99803500000,12/16/2016
El Rotrero,hamlet,nodes,20.60094280000,-76.86768870000,12/16/2016
Santa Rosa Siete,hamlet,nodes,20.60737730000,-76.85948910000,12/16/2016
El Doce,hamlet,nodes,20.64173810000,-76.90120550000,12/16/2016
Jucarito,hamlet,nodes,20.70036210000,-76.90040150000,12/16/2016
Salado,hamlet,nodes,20.65165750000,-76.86922100000,12/16/2016
El Jardin,hamlet,nodes,20.52596070000,-76.84869040000,12/16/2016
El Mango,hamlet,nodes,20.55550200000,-76.98776480000,12/16/2016
Puente Guill??n,hamlet,nodes,20.70427400000,-76.99999420000,12/16/2016
El Potrero,hamlet,nodes,20.60071300000,-76.88118930000,12/16/2016
El Pont??n,hamlet,nodes,20.62561270000,-76.86419200000,12/16/2016
La Cuchilla,hamlet,nodes,20.27464150000,-76.96606310000,12/16/2016
El Coco,hamlet,nodes,20.25508050000,-76.94033430000,12/16/2016
San Lucas,hamlet,nodes,20.25067000000,-76.94055600000,12/16/2016
Poll?ín,hamlet,nodes,20.25216580000,-76.95006260000,12/16/2016
La Curva,hamlet,nodes,20.29448120000,-76.96080960000,12/16/2016
,hamlet,nodes,20.33180600000,-76.94618600000,12/16/2016
El Espino,hamlet,nodes,20.39636320000,-76.94469180000,12/16/2016
Juragu?í,hamlet,nodes,20.41673210000,-76.96099760000,12/16/2016
Candonga,hamlet,nodes,20.30077120000,-76.97922400000,12/16/2016
Irene,hamlet,nodes,20.85772310000,-76.61864770000,12/16/2016
Cruce Mir,hamlet,nodes,20.85105310000,-76.60112310000,12/16/2016
Pozo Blanco,hamlet,nodes,20.83225330000,-76.64513100000,12/16/2016
Las Mantecas,hamlet,nodes,20.83050010000,-76.64775070000,12/16/2016
San Pedro,hamlet,nodes,20.80118640000,-76.90961320000,12/16/2016
Monte Grande,hamlet,nodes,20.81856340000,-76.86237930000,12/16/2016
Brigada 7,hamlet,nodes,20.80337950000,-76.79969860000,12/16/2016
San Joaquin,hamlet,nodes,20.78325940000,-76.92383410000,12/16/2016
Cruce San Joaqu?¡n,hamlet,nodes,20.78618070000,-76.90918100000,12/16/2016
Sabanilla,hamlet,nodes,20.81346480000,-76.91090970000,12/16/2016
San Jos??,hamlet,nodes,20.83319680000,-76.91110310000,12/16/2016
Las Arenas,hamlet,nodes,20.85086260000,-76.90398690000,12/16/2016
,hamlet,nodes,20.86334330000,-76.90833090000,12/16/2016
Vista Alegre,hamlet,nodes,20.86351480000,-76.90781500000,12/16/2016
Ojo de Agua,hamlet,nodes,20.77491280000,-76.90459170000,12/16/2016
La Laguna,hamlet,nodes,20.84350270000,-76.83648270000,12/16/2016
,hamlet,nodes,20.84576780000,-76.78156970000,12/16/2016
Cruce Dovales,hamlet,nodes,20.85625670000,-76.48718710000,12/16/2016
La Caridad,hamlet,nodes,20.85883760000,-76.52994460000,12/16/2016
Matanzas,city,nodes,23.04692360000,-81.57830320000,12/16/2016
Entrada de Ca??amazo,hamlet,nodes,20.59857850000,-75.08592620000,12/16/2016
Santo Tom?ís,hamlet,nodes,22.70910900000,-80.06946720000,12/16/2016
El Cerrito,hamlet,nodes,22.61928670000,-80.21406060000,12/16/2016
La Clarita,hamlet,nodes,20.32315950000,-75.03215160000,12/16/2016
Santa Martina,hamlet,nodes,22.04175090000,-80.35381080000,12/16/2016
Caleta de Mu??oz,hamlet,nodes,21.84799910000,-80.18307160000,12/16/2016
Los Hondones,hamlet,nodes,22.21709330000,-81.12231460000,12/16/2016
San Jos?? de las Lajas,city,nodes,22.96135620000,-82.15180120000,12/16/2016
San Diego,hamlet,nodes,21.12553460000,-78.06184830000,12/16/2016
La Berlier,hamlet,nodes,22.91135460000,-82.70646740000,12/16/2016
Guamuta,hamlet,nodes,20.58205150000,-75.82035280000,12/16/2016
Govea,hamlet,nodes,22.91066370000,-82.44399800000,12/16/2016
La Guan?íbana,hamlet,nodes,22.88568920000,-82.42316720000,12/16/2016
Los Jardines,hamlet,nodes,22.60903110000,-81.26686760000,12/16/2016
La Ceiba,hamlet,nodes,22.60034030000,-81.26016540000,12/16/2016
La Larga,hamlet,nodes,21.09192470000,-77.71705900000,12/16/2016
El Limonar,hamlet,nodes,21.05776610000,-77.74641960000,12/16/2016
14 de junio,hamlet,nodes,21.02653680000,-77.93456150000,12/16/2016
San Rafael,hamlet,nodes,21.17747970000,-77.90513140000,12/16/2016
Arroyo Blanco,hamlet,nodes,21.20956180000,-77.90455990000,12/16/2016
El Uno,hamlet,nodes,21.22355350000,-77.90565780000,12/16/2016
San Diego,hamlet,nodes,21.19850660000,-78.25335000000,12/16/2016
El Brazo,hamlet,nodes,21.04903910000,-77.98928040000,12/16/2016
Toro Dos,hamlet,nodes,21.12132170000,-78.15774610000,12/16/2016
El Pilar,hamlet,nodes,21.03227570000,-77.74235150000,12/16/2016
El Cuncun?¡,hamlet,nodes,20.98533960000,-77.69594760000,12/16/2016
Mojacasabe,hamlet,nodes,20.93992770000,-77.70910440000,12/16/2016
El Jobo,hamlet,nodes,21.11386810000,-77.68798470000,12/16/2016
El Desa,hamlet,nodes,21.15370570000,-77.70428540000,12/16/2016
Las Piedras,hamlet,nodes,20.97499230000,-77.84933380000,12/16/2016
La Cantera de Gu?íimaro,hamlet,nodes,21.12422410000,-77.34642800000,12/16/2016
Jucaral,hamlet,nodes,21.35115200000,-77.38500140000,12/16/2016
,hamlet,nodes,21.24947550000,-77.31427560000,12/16/2016
8 de Marzo,hamlet,nodes,20.01025130000,-75.75649480000,12/16/2016
Cuarenta y Uno,hamlet,nodes,21.71778830000,-82.84462650000,12/16/2016
Bolondr??n,hamlet,nodes,21.87391670000,-84.82542480000,12/16/2016
Charles Morell,hamlet,nodes,21.48837570000,-77.84664370000,12/16/2016
San Luis,hamlet,nodes,21.59932140000,-78.19746480000,12/16/2016
La Habana,city,nodes,23.13530500000,-82.35896310000,12/16/2016
Camag??ey,city,nodes,21.37917650000,-77.91836810000,12/16/2016
Raquel,hamlet,nodes,22.92438060000,-82.12141340000,12/16/2016
Carranza,hamlet,nodes,23.01455360000,-82.69866230000,12/16/2016
Perfecto Lacosta,hamlet,nodes,23.00313770000,-82.66597150000,12/16/2016
,hamlet,nodes,22.87439590000,-82.24393670000,12/16/2016
Entronque de R?¡o Hondo,hamlet,nodes,22.88503190000,-82.27255580000,12/16/2016
La Pita,hamlet,nodes,22.96218090000,-82.35139890000,12/16/2016
Veit?¡a,hamlet,nodes,22.88845180000,-82.31079880000,12/16/2016
Leiva,hamlet,nodes,22.98239150000,-82.69212530000,12/16/2016
Santa Teresa,hamlet,nodes,22.09791390000,-83.99895540000,12/16/2016
Siboneyes,hamlet,nodes,22.07851960000,-84.17560830000,12/16/2016
Las Catalinas,hamlet,nodes,22.11876150000,-84.06893360000,12/16/2016
San Jos??,hamlet,nodes,22.87149950000,-82.71772740000,12/16/2016
